gene_id,SRR1778917,SRR1778919,SRR1778921,SRR1778922,SRR1778923,SRR1778925,SRR1778927,SRR1778929,SRR1778930,SRR1778931,SRR1778932
gene-RGQ29_027571,71,466,189,192,33,117,182,105,54,269,100
gene-RGQ29_027572,2408,933,45521,31984,32088,2407,60431,17623,19973,35398,5065
gene-RGQ29_027573,161,626,109,169,42,3229,134,77,46,121,67
gene-RGQ29_027574,1316,3,182,6422,863,3841,1367,180,118,3079,222
gene-RGQ29_027575,168,361,764,942,211,1652,627,433,275,1026,1171
gene-RGQ29_027576,114,159,193,304,66,429,188,144,85,306,173
gene-RGQ29_027577,38,10,23,1080,15,1264,164,47,9,1751,153
gene-RGQ29_027578,488,182,727,847,391,452,937,488,348,671,463
gene-RGQ29_027579,138,559,2751,3149,649,376,2264,1784,1452,2384,2153
gene-RGQ29_027580,154,95,133,108,9,20,30,91,70,144,192
gene-RGQ29_027581,200,263,784,1098,186,657,835,514,364,1212,347
gene-RGQ29_027582,664,274,402,1158,218,1192,542,285,191,1171,425
gene-RGQ29_027584,238,25,181,738,105,317,369,83,80,408,99
gene-RGQ29_027585,437,366,635,1316,268,851,704,451,308,1073,584
gene-RGQ29_027586,9,0,7,11,150,17,220,5,6,3,18
gene-RGQ29_027588,124,95,183,501,129,221,243,173,128,329,255
gene-RGQ29_027589,209,302,771,1302,251,868,718,555,331,1045,539
gene-RGQ29_027590,314,797,2855,2738,594,1568,1929,1369,1101,2663,1324
gene-RGQ29_027591,8,0,0,0,0,4794,5,0,0,0,0
gene-RGQ29_027592,119,100,98,278,33,148,84,67,64,189,186
gene-RGQ29_027593,529,360,0,610,0,369,45,10,0,361,126
gene-RGQ29_027594,333,173,6,1084,20,1042,110,45,0,377,294
gene-RGQ29_027596,1628,376,1972,3429,688,5874,1581,1362,894,3395,960
gene-RGQ29_027607,315,316,458,789,145,504,450,371,225,683,492
gene-RGQ29_027608,285,42,368,459,155,401,475,248,163,381,109
gene-RGQ29_027610,339,56,647,1575,440,537,930,598,373,1124,821
gene-RGQ29_027611,74,4,8,431,32,107,55,31,9,566,259
gene-RGQ29_027612,289,574,542,1560,316,244,615,255,205,796,1023
gene-RGQ29_027613,250,157,121,168,209,740,329,172,58,158,351
gene-RGQ29_027614,421,1233,1529,131,371,854,1353,3318,1297,94,2097
gene-RGQ29_027615,284,546,629,128,171,404,654,2260,651,47,945
gene-RGQ29_027616,35,0,172,668,176,10,337,69,84,433,234
gene-RGQ29_027617,42,27,113,158,29,105,58,60,46,99,119
gene-RGQ29_027618,5,30,27,16,0,11,13,15,11,33,14
gene-RGQ29_027619,92,102,378,403,159,42,354,190,134,293,291
gene-RGQ29_027620,10,0,0,0,0,41,0,0,0,0,0
gene-RGQ29_027621,2372,0,141,3764,937,871,1921,220,73,4723,1412
gene-RGQ29_027622,2170,2428,2277,4232,842,2260,2065,2036,983,3045,1778
gene-RGQ29_027623,39,81,200,253,34,291,155,179,102,340,273
gene-RGQ29_027624,143,59,195,497,85,183,172,113,81,348,123
gene-RGQ29_027625,80,0,50,141,38,77,90,26,15,142,65
gene-RGQ29_027626,110,54,234,352,66,386,208,182,146,362,254
gene-RGQ29_027627,351,833,689,766,205,509,571,383,270,624,417
gene-RGQ29_027628,541,0,112,1594,200,74,306,77,63,450,92
gene-RGQ29_027629,501,645,2489,2795,1135,1605,4485,1541,1081,2467,1822
gene-RGQ29_027630,465,295,404,678,174,990,415,296,175,689,289
gene-RGQ29_027631,76,51,78,152,27,121,45,34,22,108,30
gene-RGQ29_027632,227,212,663,925,334,755,1215,539,328,942,469
gene-RGQ29_027633,107,0,172,1798,266,75,573,220,115,873,541
gene-RGQ29_027634,266,158,408,693,188,154,509,310,221,584,412
gene-RGQ29_027635,263,153,455,710,225,362,579,367,209,659,492
gene-RGQ29_027636,497,131,132,279,33,92,149,148,54,211,41
gene-RGQ29_027637,159,635,238,589,38,186,152,135,110,325,341
gene-RGQ29_027638,82,198,218,380,59,306,189,149,101,269,92
gene-RGQ29_027640,16,10,65,6,18,6,42,51,31,14,33
gene-RGQ29_027642,157,127,536,559,123,212,516,406,251,636,403
gene-RGQ29_027643,10,0,2,7,0,0,0,0,0,4,0
gene-RGQ29_027644,156,303,802,934,289,400,689,513,325,822,418
gene-RGQ29_027645,56,0,13,67,51,0,93,19,11,146,0
gene-RGQ29_027646,72,82,131,185,34,72,116,100,52,147,34
gene-RGQ29_027648,142,8,38,175,63,46,81,27,23,180,32
gene-RGQ29_027649,1493,1571,788,4654,382,660,1346,1217,468,3623,304
gene-RGQ29_027650,449,152,619,1434,372,1374,742,480,293,1068,606
gene-RGQ29_027652,186,84,323,675,159,337,330,201,168,478,260
gene-RGQ29_027653,4,0,10,9,0,0,0,0,0,55,7
gene-RGQ29_027657,0,0,14,0,6,0,15,0,0,0,0
gene-RGQ29_027658,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_027659,167,78,71,102,45,766,172,43,39,77,421
gene-RGQ29_027656,87,31,70,78,113,277,305,57,44,75,425
gene-RGQ29_027661,1476,1458,2596,5547,952,4478,2192,1808,1098,3396,1230
gene-RGQ29_027662,0,72,15,16,36,1335,116,116,17,13,52
gene-RGQ29_027663,1644,3390,9804,10118,2383,3195,8354,6516,4713,9406,3986
gene-RGQ29_027664,48,9,28,130,94,145,179,44,17,80,6
gene-RGQ29_027665,82,91,245,391,73,233,233,180,124,290,254
gene-RGQ29_027666,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_027669,98,18,1,153,16,292,62,105,6,184,280
gene-RGQ29_027670,89,18,1,135,13,259,61,94,6,183,278
gene-RGQ29_027672,60,17,1,115,11,222,49,91,5,173,242
gene-RGQ29_027674,138,0,0,21,15,5,34,8,0,15,44
gene-RGQ29_027676,147,118,879,1065,194,294,515,746,447,710,172
gene-RGQ29_027686,204,257,560,1487,170,447,522,548,256,1252,431
gene-RGQ29_027678,0,0,1,0,2,0,0,3,0,0,1
gene-RGQ29_027680,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_027677,160,223,944,898,228,784,668,704,601,687,163
gene-RGQ29_027679,95,144,296,344,59,129,242,213,156,330,584
gene-RGQ29_027681,356,0,67,197,200,65,284,43,23,154,164
gene-RGQ29_027682,79,123,320,592,72,248,313,277,142,625,212
gene-RGQ29_027683,53,140,276,257,50,22,371,298,83,959,575
gene-RGQ29_027684,62,56,147,171,49,65,143,105,89,223,338
gene-RGQ29_027685,666,5,130,355,376,103,539,92,46,294,307
gene-RGQ29_027687,80,211,314,571,108,32,437,373,95,1173,808
gene-RGQ29_027688,45,77,87,142,35,288,137,110,51,167,134
gene-RGQ29_027689,187,1030,287,304,143,148,326,153,103,298,308
gene-RGQ29_027691,9,0,0,39,10,50,19,0,0,28,0
gene-RGQ29_027692,84,38,52,357,98,548,177,47,18,264,41
gene-RGQ29_027693,47,18,41,243,54,228,95,19,11,280,19
gene-RGQ29_027694,1013,398,604,3717,966,3711,1695,417,203,2432,438
gene-RGQ29_027695,430,512,1062,2017,268,1957,805,635,477,1742,415
gene-RGQ29_027696,253,315,515,1651,227,529,639,301,256,956,779
gene-RGQ29_027697,282,319,555,1870,280,616,752,341,293,1088,870
gene-RGQ29_027699,57,13,159,243,37,103,94,121,61,231,278
gene-RGQ29_027700,181,138,939,1143,334,565,847,570,464,1046,469
gene-RGQ29_027701,35,5,9,23,11,7,18,14,6,13,7
gene-RGQ29_027702,1129,960,3682,4774,1917,6903,4750,3042,1816,5484,2707
gene-RGQ29_027703,105,3,95,559,207,261,236,28,31,369,58
gene-RGQ29_027704,31,0,25,93,14,0,18,20,12,39,11
gene-RGQ29_027706,110,909,1480,1482,231,119,987,1263,916,1436,597
gene-RGQ29_027707,118,650,2522,776,98,160,453,1289,946,557,1829
gene-RGQ29_027708,11,11,78,63,64,1140,228,65,41,52,4
gene-RGQ29_027709,234,136,216,429,96,868,189,127,140,304,93
gene-RGQ29_027710,277,35,209,275,79,2975,185,174,62,220,104
gene-RGQ29_027712,329,330,3,139,0,117,56,41,6,130,178
gene-RGQ29_027713,8,11,329,171,166,7,397,70,101,146,109
gene-RGQ29_027714,0,0,0,2,0,0,0,0,0,4,0
gene-RGQ29_027715,149,256,1021,956,176,305,515,671,451,964,555
gene-RGQ29_027719,493,510,692,758,293,74,510,365,249,284,677
gene-RGQ29_027720,635,2402,2263,2226,1298,1316,4105,1529,1215,1783,1935
gene-RGQ29_027721,468,299,753,1255,294,1166,887,623,454,1342,1077
gene-RGQ29_027722,21,98,144,182,34,63,111,126,90,180,100
gene-RGQ29_027723,6,0,0,2,4,445,0,0,0,5,2
gene-RGQ29_027726,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_027725,882,39,91,399,221,1443,516,89,66,1104,202
gene-RGQ29_027727,50,66,9,19,14,151,29,5,0,55,18
gene-RGQ29_027728,53,90,11,41,0,566,46,0,0,63,31
gene-RGQ29_027729,208,356,728,759,209,791,632,528,349,824,634
gene-RGQ29_027730,7,2,7,8,23,0,5,1,2,2,5
gene-RGQ29_027731,23,7,2,57,11,0,0,0,0,2,3
gene-RGQ29_027732,7,7,45,19,11,0,30,23,22,9,7
gene-RGQ29_027733,211,127,259,184,50,814,273,125,127,286,269
gene-RGQ29_027734,169,265,487,488,119,210,391,329,238,477,540
gene-RGQ29_027735,145,46,119,269,33,302,97,75,53,265,88
gene-RGQ29_027736,842,549,1040,1551,524,1866,1384,918,523,1375,913
gene-RGQ29_027737,109,1109,241,112,65,58,237,101,69,103,63
gene-RGQ29_027738,290,198,464,1207,220,814,493,339,268,858,408
gene-RGQ29_027739,15,0,0,33,0,4838,0,0,0,7,0
gene-RGQ29_027740,77,41,917,23,35,78,192,152,87,60,332
gene-RGQ29_027741,88,69,515,531,96,118,240,368,298,359,185
gene-RGQ29_027742,11,0,20,77,33,8,34,14,11,64,1
gene-RGQ29_027743,24,298,1296,931,295,29,774,729,714,775,230
gene-RGQ29_027744,22,23,52,54,8,33,33,44,23,54,25
gene-RGQ29_027745,50,25737,2512,361,490,56,2461,567,407,198,0
gene-RGQ29_027746,7,607,63,6,7,0,26,19,16,4,0
gene-RGQ29_027749,307,177,491,838,223,531,480,426,291,875,994
gene-RGQ29_027750,5,2,0,7,2,21,2,1,0,7,1
gene-RGQ29_027751,27,201,38,8,8,27,49,59,21,8,0
gene-RGQ29_027753,117,4,87,58,148,23,300,45,44,49,55
gene-RGQ29_027755,204,725,2173,2354,926,406,2068,1282,1025,2266,1321
gene-RGQ29_027757,41,84,0,207,0,0,6,0,0,68,16
gene-RGQ29_027758,123,34,19,282,15,59,19,16,7,270,16
gene-RGQ29_027760,28,1148,441,167,100,16,345,204,296,1620,37
gene-RGQ29_027762,0,443,127,17,22,6367,50,802,32,30,31
gene-RGQ29_027763,34,63,139,78,12,86,75,41,61,183,57
gene-RGQ29_027764,6908,37,960,6365,3351,3924,6431,597,386,6222,280
gene-RGQ29_027765,530,471,577,902,300,979,806,521,290,766,813
gene-RGQ29_027766,133,20,1099,108,25,53,55,18,10,68,13
gene-RGQ29_027767,25,12,34,38,4,14,5,17,11,37,27
gene-RGQ29_027768,7,4,0,13,2,6,4,6,5,4,0
gene-RGQ29_027770,20,0,0,126,4,204,27,0,4,36,21
gene-RGQ29_027771,3,13,32,18,8,187,13,15,6,8,2
gene-RGQ29_027772,0,0,43,171,26,7,94,32,21,91,35
gene-RGQ29_027773,0,333,44,45,8,74,104,48,34,89,44
gene-RGQ29_027774,0,112,4,0,0,0,6,0,0,0,3
gene-RGQ29_027778,12,0,47,28,23,0,30,24,29,22,18
gene-RGQ29_027779,0,4,31,19,0,0,24,23,22,27,13
gene-RGQ29_027780,273,1738,1161,1185,352,1340,1314,694,503,1373,612
gene-RGQ29_027781,129,300,578,1333,113,201,508,482,344,1073,385
gene-RGQ29_027782,29,0,0,18,0,0,9,0,0,27,3
gene-RGQ29_027784,5,18,87,24,7,25,15,37,27,20,12
gene-RGQ29_027785,45,190,429,121,55,150,202,340,224,158,211
gene-RGQ29_027787,7,0,58,10,0,15,23,30,5,8,6
gene-RGQ29_027790,220,9,24,109,33,254,82,29,15,52,126
gene-RGQ29_027792,1550,16478,3645,2097,594,2046,2213,1864,999,2659,1426
gene-RGQ29_027793,37,0,0,26,7,407,6,2,0,11,24
gene-RGQ29_027798,39,126,59,55,20,244,21,57,24,57,68
gene-RGQ29_027799,372,13,360,1637,251,338,704,270,237,595,272
gene-RGQ29_027800,14,0,0,13,2,4,6,2,0,20,6
gene-RGQ29_027801,11,0,264,268,8,3,84,128,94,158,59
gene-RGQ29_027802,24,0,5,36,5,8,19,7,4,30,7
gene-RGQ29_027804,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_027803,39,7,46,148,10,1,37,17,19,53,96
gene-RGQ29_027805,22,5,44,119,6,0,9,17,11,17,39
gene-RGQ29_027806,228,0,9,103,18,6,16,26,9,22,17
gene-RGQ29_027807,52,0,0,19,16,20,45,0,0,15,0
gene-RGQ29_027808,246,559,6,208,2,484,51,10,0,138,2
gene-RGQ29_027809,414,1139,1286,2208,398,3999,1262,1000,631,1852,684
gene-RGQ29_027810,1598,4665,1696,1580,562,1414,1514,1065,639,2216,768
gene-RGQ29_027811,5,3,79,215,18,20,184,31,63,34,10
gene-RGQ29_027813,33,3,20,221,38,7,112,11,10,393,14
gene-RGQ29_027814,38,6,52,1508,248,14,571,13,38,1020,12
gene-RGQ29_027815,49,99,129,766,228,36,511,39,56,1000,28
gene-RGQ29_027816,264,46,109,1327,339,83,796,70,58,1390,33
gene-RGQ29_027817,457,180,377,2173,365,438,961,268,256,1772,1867
gene-RGQ29_027818,547,947,1914,1595,719,329,3379,1332,1020,1532,1592
gene-RGQ29_027819,294,482,756,755,189,609,620,488,302,775,535
gene-RGQ29_027820,184,152,929,1304,293,541,801,529,393,1110,449
gene-RGQ29_027821,155,0,0,86,81,22,100,2,0,113,0
gene-RGQ29_027822,1794,1663,2020,2041,606,1234,1996,1302,1060,1368,1780
gene-RGQ29_027824,250,127,207,346,96,301,227,159,71,304,156
gene-RGQ29_027825,11,17,47,39,7,9,13,31,16,26,29
gene-RGQ29_027828,73,124,316,397,80,279,213,261,131,408,99
gene-RGQ29_027829,172,144,376,530,209,474,462,239,143,475,278
gene-RGQ29_027830,7,22,6,37,48,13,327,0,5,5,0
gene-RGQ29_027832,132,166,544,616,260,528,604,295,202,530,387
gene-RGQ29_027833,0,0,0,181,0,192,3,0,0,362,0
gene-RGQ29_027835,44,230,0,37,0,11,3,2,0,15,3
gene-RGQ29_027836,13,17,41,44,17,11,3,34,30,50,35
gene-RGQ29_027837,15,70,155,94,26,4,93,120,74,115,99
gene-RGQ29_027838,711,368,1296,2164,593,2450,1639,1153,578,1930,1585
gene-RGQ29_027839,400,0,289,2262,360,247,1166,165,111,1721,476
gene-RGQ29_027840,158,528,612,795,118,477,455,573,378,809,936
gene-RGQ29_027841,616,4,61,616,101,50,250,55,16,453,260
gene-RGQ29_027842,247,2157,1383,260,432,209,165,95,139,70,401
gene-RGQ29_027843,566,0,52,983,86,167,335,56,15,548,781
gene-RGQ29_027844,74,0,11,198,51,33,107,10,7,43,6
gene-RGQ29_027846,27,0,0,12,4,7,4,0,0,0,0
gene-RGQ29_027849,0,0,0,9,0,213,0,0,0,0,0
gene-RGQ29_027850,340,119,185,549,119,614,218,135,82,291,134
gene-RGQ29_027852,86,169,0,24,22,37,88,3,0,5,47
gene-RGQ29_027853,275,399,400,352,170,699,491,248,204,472,1006
gene-RGQ29_027854,196,60,170,491,65,634,127,178,79,317,154
gene-RGQ29_027855,83,8,0,248,5,9325,21,5,0,202,2
gene-RGQ29_027856,846,83,513,2139,484,2135,1404,508,254,2379,971
gene-RGQ29_027857,716,2611,545,519,195,271,515,384,191,598,96
gene-RGQ29_027858,202,1468,2596,1733,460,708,1717,1777,1221,1509,1000
gene-RGQ29_027860,0,0,0,0,0,3109,7,0,0,0,0
gene-RGQ29_027861,0,0,0,0,0,4,0,0,0,0,0
gene-RGQ29_027862,36,22,13,360,17,10,50,15,4,753,5
gene-RGQ29_027864,0,0,0,0,0,3312,8,0,0,2,0
gene-RGQ29_027866,68,25,144,920,47,125,199,59,63,332,20
gene-RGQ29_027867,61,29,21,115,66,83,129,10,8,53,15
gene-RGQ29_027868,6,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_027871,9,522,166,61,17,169,47,82,28,190,30
gene-RGQ29_027874,4,44,902,147,63,22,73,214,73,58,93
gene-RGQ29_027875,784,2783,2106,2426,1186,366,2975,1376,780,2307,480
gene-RGQ29_027876,251,342,1291,1565,462,518,935,891,578,1204,592
gene-RGQ29_027877,271,86,203,880,204,362,499,101,99,629,203
gene-RGQ29_027881,178,92,240,355,65,181,130,225,135,313,146
gene-RGQ29_027878,565,1712,4322,3512,1210,6513,2017,3481,2141,4190,2051
gene-RGQ29_027879,20,13,64,39,5,21,15,32,19,127,22
gene-RGQ29_027880,136,171,483,855,240,411,276,322,241,385,347
gene-RGQ29_027882,69,489,123,336,50,1167,221,175,65,343,420
gene-RGQ29_027883,387,0,1191,568,181,210,278,787,659,205,108
gene-RGQ29_027884,177,278,556,595,136,581,319,387,276,575,231
gene-RGQ29_027885,31,28,61,150,15,103,46,53,25,81,57
gene-RGQ29_027887,58,37,32,66,12,86,32,32,10,100,81
gene-RGQ29_027888,640,589,1011,4683,1119,1279,2021,564,394,3162,236
gene-RGQ29_027889,102,832,1144,905,245,136,743,792,506,1001,526
gene-RGQ29_027891,59,20,48,198,34,128,35,40,37,112,61
gene-RGQ29_027892,164,108,223,501,55,211,194,183,110,446,127
gene-RGQ29_027893,215,524,2538,2574,882,548,2440,2156,1165,2285,738
gene-RGQ29_027894,34,31,116,207,39,39,119,77,85,164,96
gene-RGQ29_027895,398,327,422,627,262,910,546,351,170,676,352
gene-RGQ29_027896,0,0,11,14,0,3,12,0,8,13,0
gene-RGQ29_027897,63,39,120,212,54,186,147,100,45,233,54
gene-RGQ29_027898,0,0,7,0,3,445,0,0,0,0,2
gene-RGQ29_027899,134,567,156,803,150,179,655,117,43,417,683
gene-RGQ29_027900,389,127,254,373,137,514,279,162,66,333,164
gene-RGQ29_027901,30,0,36,140,55,29,157,64,72,47,0
gene-RGQ29_027902,459,566,1949,2532,787,1151,2166,2134,979,2475,1348
gene-RGQ29_027903,128,127,369,667,273,281,704,359,181,858,282
gene-RGQ29_027904,10,10,37,49,21,94,44,93,40,35,1138
gene-RGQ29_027906,98,62,49,350,53,327,143,49,29,309,132
gene-RGQ29_027905,109,84,476,558,252,835,702,367,265,534,974
gene-RGQ29_027908,525,512,1283,2291,539,1452,1808,1096,737,1950,1345
gene-RGQ29_027909,596,2,21,128,195,17,167,9,13,71,111
gene-RGQ29_027910,172,91,297,839,292,447,683,223,163,591,543
gene-RGQ29_027911,67,92,375,177,53,30,126,240,127,126,85
gene-RGQ29_027912,57,297,956,513,186,314,668,711,527,674,793
gene-RGQ29_027914,9,29,513,134,86,51,178,1266,435,121,115
gene-RGQ29_027917,0,12,77,83,4,14,41,32,30,66,15
gene-RGQ29_027918,119,90,199,208,70,263,262,94,54,232,119
gene-RGQ29_027920,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_027922,6,0,48,13,0,0,84,21,27,36,0
gene-RGQ29_027923,5,3,5,16,2,6,5,6,4,12,4
gene-RGQ29_027925,49,0,0,1029,0,0,0,0,0,698,0
gene-RGQ29_027926,16,457,280,178,89,9,233,157,226,2738,24
gene-RGQ29_027927,54,193,460,374,58,118,219,213,187,449,398
gene-RGQ29_027928,77,93,286,300,74,108,217,161,147,310,223
gene-RGQ29_027930,138,335,953,1296,290,839,893,467,433,1173,1111
gene-RGQ29_027931,7,7,102,177,195,13,363,43,50,38,26
gene-RGQ29_027933,114,0,25,124,16,35,43,0,11,152,15
gene-RGQ29_027932,7346,2326,7522,18688,3699,17210,9112,8460,4243,14015,4502
gene-RGQ29_027934,2786,619,1367,3440,515,576,1873,821,672,1895,466
gene-RGQ29_027935,91,110,495,641,128,242,387,300,250,573,337
gene-RGQ29_027936,341,7,13,220,96,14,203,9,10,222,3
gene-RGQ29_027937,248,732,294,458,56,163,165,215,146,322,607
gene-RGQ29_027938,37,11,90,509,25,90,125,81,25,379,19
gene-RGQ29_027939,370,761,1416,2092,504,1484,1427,1077,704,1985,1371
gene-RGQ29_027940,109,72,1691,178,125,202,574,299,147,143,381
gene-RGQ29_027941,22,143,0,35,0,503,16,0,0,5,0
gene-RGQ29_027943,0,0,9,8,7,0,16,9,6,0,5
gene-RGQ29_027944,1,0,0,2,1,0,2,2,1,0,1
gene-RGQ29_027945,54,481,3,29,8,56,0,0,0,33,0
gene-RGQ29_027946,84,13,227,123,43,70,78,102,110,73,56
gene-RGQ29_027947,132,0,0,61,63,2,55,0,0,69,0
gene-RGQ29_027948,73,53,26,49,25,84,22,18,7,19,83
gene-RGQ29_027949,393,153,400,781,231,285,642,390,198,598,558
gene-RGQ29_027950,45,12,32,71,15,84,21,40,10,47,32
gene-RGQ29_027951,601,638,1834,2363,721,1768,2170,1500,917,2461,2680
gene-RGQ29_027952,894,419,1967,3636,1041,2328,2588,1280,911,3267,1230
gene-RGQ29_027953,571,292,561,1251,222,687,568,462,268,930,436
gene-RGQ29_027954,167,75,345,533,81,186,187,274,181,435,415
gene-RGQ29_027955,181,4,199,4438,1023,72,2923,117,90,3256,140
gene-RGQ29_027956,112,784,293,193,110,65,263,215,148,352,331
gene-RGQ29_027957,10,0,0,0,3,11,3,0,0,0,0
gene-RGQ29_027958,113,1106,3401,1792,979,402,2670,1898,1605,2325,341
gene-RGQ29_027959,146,346,1404,1658,475,197,1135,873,689,1308,1074
gene-RGQ29_027961,158,354,2137,2459,542,276,2477,2180,1034,1107,3082
gene-RGQ29_027962,683,359,359,1050,291,475,434,315,192,660,386
gene-RGQ29_027965,147,5,76,1345,194,1396,435,49,42,522,3
gene-RGQ29_027968,73,130,575,337,106,169,457,362,242,395,418
gene-RGQ29_027969,19,0,74,132,17,38,88,34,48,82,56
gene-RGQ29_027971,147,235,314,432,94,253,291,229,174,436,176
gene-RGQ29_027975,101,24,338,143,151,19,406,209,140,115,264
gene-RGQ29_027976,17,28,44,47,5,51,52,47,26,129,56
gene-RGQ29_027977,0,96,68,18,12,143,30,22,16,27,97
gene-RGQ29_027978,153,196,390,541,152,218,462,301,217,518,331
gene-RGQ29_027979,82,71,1187,666,89,197,125,252,184,361,29
gene-RGQ29_027980,15,0,0,12,4,0,23,3,2,5,0
gene-RGQ29_027981,0,0,0,10,0,0,3,0,0,13,0
gene-RGQ29_027982,0,0,0,46,0,9,7,0,0,29,0
gene-RGQ29_027983,331,614,1062,1076,423,771,966,913,473,1106,1082
gene-RGQ29_027988,0,0,6,15,0,8,0,0,0,23,7
gene-RGQ29_027989,22,0,0,0,0,0,14,0,0,0,0
gene-RGQ29_027990,189,20,0,0,0,0,2,0,0,0,0
gene-RGQ29_027991,32,17,0,0,0,0,0,0,0,5,0
gene-RGQ29_027993,183,321,1471,1303,291,316,884,1112,801,1278,1184
gene-RGQ29_027994,9,0,0,0,3,57,0,0,0,0,0
gene-RGQ29_027995,0,74,0,0,0,21,5,0,0,8,0
gene-RGQ29_027996,4,0,34,0,13,0,12,25,19,40,0
gene-RGQ29_027997,190,173,470,702,91,1992,569,673,295,1221,524
gene-RGQ29_027998,14,0,4,69,4,47,17,21,0,70,8
gene-RGQ29_027999,190,35,92,438,154,662,269,87,41,350,152
gene-RGQ29_028000,138,132,602,537,77,297,244,469,341,550,253
gene-RGQ29_028001,157,100,510,415,63,746,147,497,264,619,586
gene-RGQ29_028004,238,0,108,733,805,120,1121,42,46,188,88
gene-RGQ29_028006,84,103,167,338,67,329,170,149,87,281,111
gene-RGQ29_028007,37,73,143,167,24,143,69,114,56,157,120
gene-RGQ29_028008,317,3,3,7,153,70772,372,7,0,2,0
gene-RGQ29_028009,120,0,0,199,14,337,22,6,0,187,75
gene-RGQ29_028011,5,5,33,65,12,0,25,51,26,29,26
gene-RGQ29_028012,19,28,73,38,9,26,78,33,32,79,38
gene-RGQ29_028013,23,38,108,72,19,35,76,48,48,120,44
gene-RGQ29_028014,33,148,81,118,23,23,42,21,32,47,46
gene-RGQ29_028015,5,0,14,0,0,0,14,10,17,0,0
gene-RGQ29_028016,0,23,18,0,0,0,23,24,15,4,0
gene-RGQ29_028018,30,0,0,11,0,11,0,0,0,19,0
gene-RGQ29_028019,230,11,82,238,74,29,160,42,30,278,53
gene-RGQ29_028020,9,2,6,5,6,0,11,13,7,9,3
gene-RGQ29_028021,237,198,129,172,22,101,155,97,62,615,137
gene-RGQ29_028022,9,0,0,6,2,2,5,0,0,5,0
gene-RGQ29_028023,15,0,0,10,12,0,5,0,0,5,0
gene-RGQ29_028025,47,55,167,314,62,77,143,111,90,276,185
gene-RGQ29_028026,2,0,4,0,40,30,72,11,0,0,2
gene-RGQ29_028028,210,452,1421,1180,442,441,1271,994,605,1226,731
gene-RGQ29_028029,117,287,103,502,102,132,203,85,53,408,243
gene-RGQ29_028030,157,56,112,344,66,234,188,121,62,370,98
gene-RGQ29_028031,0,0,8,38,16,49,67,3,4,8,0
gene-RGQ29_028032,521,11,30,567,380,812,806,18,17,395,188
gene-RGQ29_028035,0,5,0,31,0,0,3,0,0,74,0
gene-RGQ29_028036,232,640,1455,1060,352,1006,1064,765,584,1055,884
gene-RGQ29_028037,263,253,625,1227,209,711,553,429,273,925,373
gene-RGQ29_028038,294,455,127,213,78,89,273,104,51,183,114
gene-RGQ29_028039,1,4,4,5,1,10,6,2,1,16,2
gene-RGQ29_028041,1,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_028042,89,36,178,149,55,33,247,125,87,193,204
gene-RGQ29_028043,4194,1160,13840,14569,2607,12917,7075,13180,7129,14483,3041
gene-RGQ29_028047,471,41,158,812,313,465,728,130,77,639,95
gene-RGQ29_028052,0,27,60,30,9,11,16,35,21,7,0
gene-RGQ29_028051,2327,1354,1984,4828,1709,5735,4134,1564,1088,3769,1753
gene-RGQ29_028054,361,503,1032,2686,477,587,1391,740,488,2363,225
gene-RGQ29_028058,322,1406,440,528,169,221,187,315,202,385,711
gene-RGQ29_028059,2,0,9,13,3,0,12,0,2,14,6
gene-RGQ29_028060,16,19,221,200,77,5,134,198,126,99,46
gene-RGQ29_028061,393,2050,5479,3445,3151,3310,8251,3234,2367,4643,7841
gene-RGQ29_028062,229,0,697,1661,621,2,834,249,288,1499,219
gene-RGQ29_028063,17,15,53,118,44,43,64,31,26,105,61
gene-RGQ29_028065,686,267,863,1529,574,1366,1144,768,427,1176,1271
gene-RGQ29_028064,26,213,578,701,136,140,611,494,246,829,250
gene-RGQ29_028066,25,5,21,47,18,38,58,25,14,46,45
gene-RGQ29_028067,50,4,105,254,92,176,270,38,42,231,45
gene-RGQ29_028071,27,3,6,9,4,3,2,18,2,8,7
gene-RGQ29_028072,126,112,326,504,115,361,348,257,140,462,259
gene-RGQ29_028073,1851,2652,4074,5661,1384,3822,3693,3145,1906,4619,1531
gene-RGQ29_028074,0,0,0,0,0,0,0,6,0,0,8
gene-RGQ29_028075,2,78,370,9,3,150,213,235,166,283,108
gene-RGQ29_028076,0,0,9,0,0,0,7,2,3,0,0
gene-RGQ29_028078,356,2217,1092,1744,211,373,850,504,335,880,245
gene-RGQ29_028080,68,167,662,650,99,260,422,398,280,657,275
gene-RGQ29_028082,225,160,363,402,130,454,233,326,134,462,383
gene-RGQ29_028083,739,14,209,888,421,237,454,112,103,678,1155
gene-RGQ29_028084,37,0,0,4,15,16543,16,0,0,81,14
gene-RGQ29_028085,1019,513,3182,5508,1510,2056,4328,2626,1796,4186,2611
gene-RGQ29_028086,265,48,76,424,118,5587,451,92,31,565,30
