gene_id,SRR1778917,SRR1778919,SRR1778921,SRR1778922,SRR1778923,SRR1778925,SRR1778927,SRR1778929,SRR1778930,SRR1778931,SRR1778932
gene-RGQ29_016228,3,6,83,52,25,12,79,54,54,60,60
gene-RGQ29_016229,12,76,239,306,47,80,213,156,129,196,147
gene-RGQ29_016230,4,27,112,122,12,23,110,61,84,124,97
gene-RGQ29_016232,141,166,420,486,84,361,311,273,193,551,645
gene-RGQ29_016233,86,98,237,274,51,238,205,147,129,380,210
gene-RGQ29_016236,336,613,2670,2337,717,517,2217,1825,1162,2588,1682
gene-RGQ29_016241,31,188,573,521,89,51,522,264,280,351,881
gene-RGQ29_016242,157,52,140,668,166,252,394,130,78,395,31
gene-RGQ29_016243,393,0,31,150,28,149,66,21,14,209,103
gene-RGQ29_016246,5,4,0,36,4,59,0,0,0,31,0
gene-RGQ29_016247,0,0,25,34,0,0,0,0,0,6,0
gene-RGQ29_016249,80,1305,762,615,105,437,782,329,388,517,788
gene-RGQ29_016252,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_016250,29382,17,0,292,491,65,82,13,3,8,154
gene-RGQ29_016255,1576,0,0,525,15,58,62,0,0,44,14
gene-RGQ29_016272,0,0,0,5,0,0,0,0,0,0,0
gene-RGQ29_016273,4,3,0,5,0,0,0,0,2,0,7
gene-RGQ29_016274,1,0,1,0,0,0,1,2,1,0,1
gene-RGQ29_016275,20,0,0,28,0,0,5,0,0,3,13
gene-RGQ29_016258,0,27,7,0,3,9,0,0,0,0,0
gene-RGQ29_016260,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_016261,0,0,2,0,0,0,0,0,0,2,0
gene-RGQ29_016262,0,36,8,0,10,0,0,7,8,10,0
gene-RGQ29_016263,0,0,0,0,0,0,0,0,0,0,15
gene-RGQ29_016267,0,9,5,25,0,0,9,5,0,9,4
gene-RGQ29_016268,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_016269,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_016270,47,0,0,24,0,0,0,0,0,40,0
gene-RGQ29_016256,378,348,1474,2256,478,1275,1357,1229,904,2396,1673
gene-RGQ29_016257,10,8,0,21,0,0,9,0,12,8,30
gene-RGQ29_016259,12,0,76,41,29,8,71,55,61,30,55
gene-RGQ29_016264,3,3,44,24,8,2,26,12,16,21,7
gene-RGQ29_016265,2,26,78,48,14,7,87,41,61,93,22
gene-RGQ29_016266,19,22,23,59,0,26,23,26,15,51,0
gene-RGQ29_016271,25,0,0,51,0,0,9,0,0,15,24
gene-RGQ29_016276,27,2,0,13,0,3,0,0,0,0,21
gene-RGQ29_016277,48,41,91,132,19,84,61,61,36,103,62
gene-RGQ29_016290,554,848,469,411,98,172,294,332,175,424,180
gene-RGQ29_016291,435,418,717,916,288,1800,940,430,304,695,294
gene-RGQ29_016278,28,3,0,15,0,138,5,57,2,0,1090
gene-RGQ29_016282,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_016283,0,3,0,0,0,0,0,0,0,0,3
gene-RGQ29_016279,154,139,341,447,80,290,227,241,138,408,305
gene-RGQ29_016280,15,0,63,13,23,11,152,43,17,25,2
gene-RGQ29_016281,4106,1154,3160,5233,1095,5917,3455,4155,1936,5968,4585
gene-RGQ29_016284,118,108,207,257,51,135,125,139,96,279,154
gene-RGQ29_016285,20,5,0,11,0,13,5,14,0,0,140
gene-RGQ29_016286,123,124,287,338,70,229,200,202,121,302,239
gene-RGQ29_016287,15,0,55,13,22,7,106,26,20,23,3
gene-RGQ29_016288,3424,682,1724,4625,999,2872,1962,2439,1170,3142,2410
gene-RGQ29_016292,69,20,17,153,26,0,49,12,0,56,51
gene-RGQ29_016295,608,33,104,464,192,1919,444,80,51,378,95
gene-RGQ29_016298,4,40769,334,37,0,0,17,222,191,71,11
gene-RGQ29_016299,0,3522,0,16,3,25,0,0,0,0,0
gene-RGQ29_016301,54,0,0,0,0,0,6,0,0,0,0
gene-RGQ29_016304,12,17,0,0,0,0,0,0,0,0,0
gene-RGQ29_016305,32,0,6,76,26,4,71,16,0,27,12
gene-RGQ29_016307,6,0,0,0,5,5,23,0,0,0,0
gene-RGQ29_016311,13,6,292,18,15,9,43,230,96,5,34
gene-RGQ29_016313,184,312,546,705,418,734,769,443,354,671,314
gene-RGQ29_016314,61,26,46,134,20,50,44,20,21,111,43
gene-RGQ29_016315,73,337,333,105,81,27,230,154,146,132,272
gene-RGQ29_016316,728,1150,2330,3172,738,2162,2173,1586,1127,2846,1488
gene-RGQ29_016318,112,236,519,564,137,214,431,420,244,609,299
gene-RGQ29_016317,184,293,204,181,50,218,177,132,111,305,149
gene-RGQ29_016319,530,0,100,1333,1245,455,2184,89,42,1437,478
gene-RGQ29_016320,44,0,0,27,8,21,24,0,0,23,6
gene-RGQ29_016321,0,0,0,0,2,0,0,0,0,10,0
gene-RGQ29_016323,94,88,344,258,33,507,315,328,176,548,221
gene-RGQ29_016324,13,12,18,175,36,8,4,12,11,21,33
gene-RGQ29_016325,13,9,36,46,4,62,29,45,20,75,28
gene-RGQ29_016326,3,0,0,14,0,9,0,1,0,0,0
gene-RGQ29_016327,3050,628,1786,6782,1198,2670,1688,1766,863,3443,1173
gene-RGQ29_016328,384,204,394,511,173,470,402,430,224,469,958
gene-RGQ29_016329,345,465,3464,606,319,863,1058,785,539,550,489
gene-RGQ29_016330,1799,4333,11428,10224,2171,2881,6384,8210,6298,9361,1819
gene-RGQ29_016331,119,201,733,756,173,235,510,435,312,667,552
gene-RGQ29_016332,141,66,129,257,74,202,172,128,58,236,98
gene-RGQ29_016335,1,0,0,0,0,571,2,0,0,0,0
gene-RGQ29_016336,89,2,0,23,27,3,21,4,0,4,5
gene-RGQ29_016337,113,7,0,37,4,0,2,0,0,2,1
gene-RGQ29_016338,667,13,66,1073,81,1537,221,139,42,460,37
gene-RGQ29_016339,320,12,90,461,45,402,77,68,11,114,75
gene-RGQ29_016340,88,1,9,126,16,59,24,10,1,19,76
gene-RGQ29_016342,94,0,68,127,11,40,32,20,6,58,60
gene-RGQ29_016344,3,0,0,0,0,4,0,0,0,0,0
gene-RGQ29_016345,132,644,6673,2761,1023,178,2609,2811,2547,3470,787
gene-RGQ29_016346,36,16,204,562,245,14,372,141,131,333,409
gene-RGQ29_016347,17,20,128,363,102,7,195,96,64,176,241
gene-RGQ29_016348,5,86,74,62,60,22,87,38,24,51,219
gene-RGQ29_016350,0,7,165,43,32,18,184,73,114,163,347
gene-RGQ29_016349,55,206,478,372,128,78,283,201,178,354,244
gene-RGQ29_016351,6,5,72,53,36,8,58,32,44,32,127
gene-RGQ29_016353,204,298,640,966,258,422,655,471,329,827,620
gene-RGQ29_016354,4,0,0,0,0,23,0,0,0,0,0
gene-RGQ29_016355,0,6,7,43,3,4,15,0,0,0,0
gene-RGQ29_016356,0,25,137,66,32,17,130,92,89,32,85
gene-RGQ29_016357,6,0,35,32,16,18,21,13,32,10,0
gene-RGQ29_016363,0,0,0,15,0,0,0,0,0,0,0
gene-RGQ29_016364,0,0,33,8,6,11,29,16,13,11,13
gene-RGQ29_016359,37,370,73,41,26,56,84,59,20,49,31
gene-RGQ29_016360,156,185,449,682,187,307,503,369,256,630,407
gene-RGQ29_016361,5,0,9,35,6,6,11,0,5,6,7
gene-RGQ29_016362,7,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_016365,108,1213,280,132,91,229,340,231,80,204,99
gene-RGQ29_016366,8,121,31,23,9,11,25,15,6,30,13
gene-RGQ29_016370,8,0,4,27,8,0,29,16,0,0,47
gene-RGQ29_016372,186,31,105,360,62,356,179,100,51,245,47
gene-RGQ29_016371,5848,2510,6645,9398,3170,7101,7222,7011,3078,11177,4683
gene-RGQ29_016375,310,6,0,81,37,13,46,0,0,142,6
gene-RGQ29_016376,82,46,62,71,23,35,74,29,34,73,41
gene-RGQ29_016377,2292,1044,2452,3540,1039,9048,2447,1737,1122,3662,1557
gene-RGQ29_016378,54,0,17,170,129,17,140,12,4,37,0
gene-RGQ29_016379,19,0,3,8,174,0,414,0,0,0,5
gene-RGQ29_016380,81,0,0,25,289,19,545,0,0,40,0
gene-RGQ29_016381,228,784,4941,2497,1146,266,3165,1785,1710,2660,1847
gene-RGQ29_016383,119,93,797,894,174,678,867,550,452,1794,360
gene-RGQ29_016384,272,94,556,1447,288,498,655,444,293,1055,242
gene-RGQ29_016385,351,170,1237,2043,425,1049,1394,976,683,2268,527
gene-RGQ29_016386,935,314,2794,5718,1304,2282,3046,2040,1400,4671,1214
gene-RGQ29_016387,122,159,413,549,74,224,322,195,186,537,321
gene-RGQ29_016388,403,931,3777,1326,863,83,2293,2511,1839,1413,817
gene-RGQ29_016389,99,2422,1450,282,74,321,594,783,641,660,472
gene-RGQ29_016413,3,0,0,10,4,849,8,0,7,0,0
gene-RGQ29_016414,28,13,15,333,0,34,38,5,0,51,7
gene-RGQ29_016392,0,1,1,1,1,0,2,2,1,3,2
gene-RGQ29_016397,0,0,8,0,0,0,0,0,0,5,7
gene-RGQ29_016399,0,2,7,7,0,26,5,3,0,5,0
gene-RGQ29_016401,0,0,0,2,0,0,21,0,0,0,0
gene-RGQ29_016404,0,46,51,6,0,6,42,24,34,72,36
gene-RGQ29_016405,0,0,1,0,0,0,0,0,0,0,0
gene-RGQ29_016407,0,16,61,0,0,0,15,11,0,20,26
gene-RGQ29_016410,0,0,0,0,0,0,27,5,4,0,0
gene-RGQ29_016411,0,40,1,0,0,0,3,2,0,0,4
gene-RGQ29_016412,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_016390,23,197,137,109,19,43,91,71,79,108,42
gene-RGQ29_016391,25,7,31,87,40,28,66,19,15,69,9
gene-RGQ29_016393,5,4,3,3,0,0,2,2,0,4,3
gene-RGQ29_016394,340,5214,3336,1636,559,1500,3122,1995,1481,2412,1589
gene-RGQ29_016395,13,0,13,24,28,0,45,12,22,40,0
gene-RGQ29_016396,28,43,27,63,14,9,5,21,12,44,23
gene-RGQ29_016398,5,25,82,27,4,40,28,59,44,64,33
gene-RGQ29_016400,8,28,99,68,11,14,49,75,48,80,42
gene-RGQ29_016402,7,0,4,0,10,4,53,5,6,0,0
gene-RGQ29_016403,2,0,4,7,4,0,20,4,4,11,5
gene-RGQ29_016406,7,8,26,38,7,9,8,13,4,20,14
gene-RGQ29_016408,12,25,96,82,14,13,37,71,37,60,29
gene-RGQ29_016409,15,22,46,55,10,23,30,52,29,57,23
gene-RGQ29_016415,394,89,398,757,130,326,391,319,176,572,497
gene-RGQ29_016416,127,285,911,650,241,290,763,461,335,701,309
gene-RGQ29_016417,5726,775,1375,4144,990,7648,1771,1773,789,3896,2456
gene-RGQ29_016418,1744,1982,130,424,213,457,464,71,43,318,71
gene-RGQ29_016419,136,459,221,219,63,163,172,130,77,165,163
gene-RGQ29_016420,313,1222,414,188,107,166,297,244,126,245,366
gene-RGQ29_016421,57,33,27,146,41,52,23,20,21,31,5
gene-RGQ29_016422,20,24,77,33,30,10,157,41,58,54,160
gene-RGQ29_016423,0,93,240,17,14,52,359,131,140,141,363
gene-RGQ29_016428,0,6,27,8,4,5,27,13,11,8,36
gene-RGQ29_016429,0,1,3,3,2,0,10,2,6,1,22
gene-RGQ29_016430,11,73,147,84,38,30,223,79,96,153,237
gene-RGQ29_016431,5,0,0,0,0,3,0,0,0,0,0
gene-RGQ29_016432,166,339,848,1243,266,303,826,568,389,952,876
gene-RGQ29_016433,646,410,871,1418,326,866,911,592,407,1337,559
gene-RGQ29_016435,27,0,141,204,43,607,73,42,43,108,33
gene-RGQ29_016436,372,352,1398,2013,235,737,805,941,677,2126,343
gene-RGQ29_016437,31,461,158,159,19,134,72,99,45,149,80
gene-RGQ29_016438,159,405,2467,2158,709,537,1767,1572,1058,2149,745
gene-RGQ29_016446,9,22,668,217,104,44,1036,333,373,712,775
gene-RGQ29_016443,0,148,88,19,7,0,59,39,39,60,75
gene-RGQ29_016444,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_016445,0,0,0,0,0,0,0,0,0,5,0
gene-RGQ29_016439,785,605,4942,4089,989,685,5915,2309,3102,5989,3133
gene-RGQ29_016440,9,5,230,189,71,25,335,104,117,277,99
gene-RGQ29_016441,237,579,2518,5044,1097,701,2769,1205,1499,2848,1690
gene-RGQ29_016442,1,3,0,20,0,0,0,0,0,0,0
gene-RGQ29_016452,263,128,207,480,189,839,466,162,101,518,317
gene-RGQ29_016451,1658,0,68,2424,914,1496,1726,64,38,3401,295
gene-RGQ29_016454,31,36,16,53,28,35,64,17,10,72,101
gene-RGQ29_016453,2473,338,964,4527,768,5037,1892,959,612,4347,453
gene-RGQ29_016455,422,440,2410,1249,197,406,882,1889,1209,1971,882
gene-RGQ29_016456,57,208,123,123,23,45,77,115,51,106,73
gene-RGQ29_016457,50,119,26,185,39,314,95,43,8,58,22
gene-RGQ29_016459,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_016458,10,4,0,30,2,0,0,0,0,0,4
gene-RGQ29_016460,22,0,14,178,77,6,27,12,7,20,139
gene-RGQ29_016461,1,0,8,3,0,6,7,9,4,6,10
gene-RGQ29_016462,1,0,7,12,4,0,8,6,3,12,30
gene-RGQ29_016463,10,0,18,159,72,0,45,15,18,56,261
gene-RGQ29_016466,0,632,337,109,16,0,65,132,123,94,297
gene-RGQ29_016467,113,91,378,539,95,52,232,253,179,588,323
gene-RGQ29_016469,1179,15002,4279,2266,562,1356,2090,2085,1453,2585,3261
gene-RGQ29_016470,722,4789,1784,1483,322,1226,1087,769,521,1183,731
gene-RGQ29_016471,69,104,272,191,33,39,156,130,83,220,122
gene-RGQ29_016472,6,3,78,118,48,12,151,64,56,69,117
gene-RGQ29_016473,83,68,190,115,175,42,46,25,35,18,54
gene-RGQ29_016475,15,21,58,12,3,39,36,36,28,80,65
gene-RGQ29_016476,456,179,298,920,102,475,221,293,168,599,306
gene-RGQ29_016477,456,176,477,1865,297,281,977,403,275,1379,201
gene-RGQ29_016478,750,528,1039,1133,348,952,905,805,417,1129,673
gene-RGQ29_016479,107,196,286,401,108,293,200,190,145,330,426
gene-RGQ29_016480,39,34,24,88,102,9,240,87,16,67,865
gene-RGQ29_016481,4,9,0,8,8,0,29,9,3,13,112
gene-RGQ29_016484,13,231,0,32,8,23,82,8,0,67,105
gene-RGQ29_016485,5,130,74,14,20,0,115,31,34,49,112
gene-RGQ29_016488,10,2,10,9,3,2,11,9,5,11,13
gene-RGQ29_016489,488,91,292,41,226,71,516,422,204,29,276
gene-RGQ29_016492,21,0,9,1396,22,4861,57,0,0,2756,0
gene-RGQ29_016494,8,3,11,805,24,5284,86,0,0,2075,0
gene-RGQ29_016495,0,0,29,75,0,279,56,7,0,205,3
gene-RGQ29_016496,81,78,2422,182,83,45,221,116,118,122,73
gene-RGQ29_016498,108,279,225,116,68,311,138,147,107,130,133
gene-RGQ29_016500,91,61,607,743,349,545,669,356,275,782,492
gene-RGQ29_016501,393,481,1881,2730,853,1527,2094,1342,865,2210,1455
gene-RGQ29_016502,142,53,182,467,150,221,288,119,84,321,147
gene-RGQ29_016503,108,71,65,235,36,195,93,56,30,154,49
gene-RGQ29_016504,3,0,0,42,7,9,21,7,0,25,0
gene-RGQ29_016506,59,31,50,65,5,232,42,42,26,109,21
gene-RGQ29_016507,362,1781,1823,1263,314,842,1282,1006,744,1579,328
gene-RGQ29_016509,8,9,15,14,2,26,9,7,12,31,53
gene-RGQ29_016511,12,5,53,136,20,160,39,22,8,46,49
gene-RGQ29_016512,8,41,77,45,8,81,50,32,50,87,184
gene-RGQ29_016514,16,21,139,104,40,7,191,86,94,136,186
gene-RGQ29_016515,3,9,28,34,6,6,36,31,11,22,31
gene-RGQ29_016520,17,53,237,248,60,23,285,149,108,215,68
gene-RGQ29_016523,6,64,13,6,4,11,5,5,7,4,2
gene-RGQ29_016524,8,33,10,191,27,9,15,14,3,32,13
gene-RGQ29_016525,15,0,24,44,19,0,34,18,15,29,5
gene-RGQ29_016526,5,8,37,101,14,28,27,48,20,61,23
gene-RGQ29_016527,13,147,306,140,37,10,244,178,170,144,20
gene-RGQ29_016528,562,538,3980,4116,1311,466,3772,2542,1832,2629,3743
gene-RGQ29_016529,14,4,4,24,20,1632,52,56,11,20,7
gene-RGQ29_016530,280,258,401,734,147,188,307,328,163,551,296
gene-RGQ29_016531,190,42,371,675,120,610,367,272,196,689,367
gene-RGQ29_016532,53,3,35,45,26,36,59,22,15,33,23
gene-RGQ29_016533,194,236,164,248,125,206,333,161,96,326,145
gene-RGQ29_016534,412,137,191,409,93,532,168,140,76,318,227
gene-RGQ29_016535,73,152,415,731,209,93,322,187,161,319,204
gene-RGQ29_016536,65,33,36,138,37,22,66,25,20,59,34
gene-RGQ29_016537,20,22,82,275,58,34,98,59,49,124,57
gene-RGQ29_016538,253,108,161,263,62,433,142,114,59,248,181
gene-RGQ29_016539,13,7,120,90,36,16,119,42,77,65,47
gene-RGQ29_016540,69,36,8,242,39,8,13,8,5,17,7
gene-RGQ29_016541,10,87,220,0,0,58,193,103,80,169,129
gene-RGQ29_016542,7,33,370,65,29,60,451,173,220,269,193
gene-RGQ29_016543,200,48,41,297,97,85,191,36,18,28,45
gene-RGQ29_016544,115,103,294,523,157,213,342,212,162,423,294
gene-RGQ29_016545,11,25,49,70,4,25,19,21,11,65,31
gene-RGQ29_016546,99,90,273,491,106,106,210,176,108,433,138
gene-RGQ29_016547,138,357,175,218,40,99,127,90,86,168,106
gene-RGQ29_016551,334,161,878,2096,484,642,1249,531,382,1981,552
gene-RGQ29_016552,770,1210,2400,3745,834,1410,2208,1982,1232,3350,2026
gene-RGQ29_016553,117,2,48,41,80,13,77,23,14,34,0
gene-RGQ29_016554,348,271,1417,1578,239,208,821,1057,642,857,302
gene-RGQ29_016555,4,0,0,1102,0,0,0,0,0,601,0
gene-RGQ29_016556,146,0,0,230,21,24770,69,0,0,94,0
gene-RGQ29_016562,3,0,0,1242,5,168,0,0,0,1064,0
gene-RGQ29_016565,110,59,88,202,31,79,99,83,65,197,196
gene-RGQ29_016566,17,20,247,21,14,2827,217,35,103,33,6
gene-RGQ29_016567,133,9,0,62,0,200,8,0,0,90,0
gene-RGQ29_016568,0,0,0,64,7,0,10,5,0,119,0
gene-RGQ29_016569,43,51,82,75,27,160,79,58,40,88,62
gene-RGQ29_016571,12,28,35,37,6,71,27,23,17,42,38
gene-RGQ29_016572,10,23,52,37,4,95,37,36,18,52,39
gene-RGQ29_016577,13,0,36,111,0,117,57,36,13,122,39
gene-RGQ29_016578,13,0,4,62,0,0,7,2,0,15,3
gene-RGQ29_016579,0,9,55,18,0,0,12,16,18,35,7
gene-RGQ29_016580,3,92,116,250,6,6,9,53,45,27,9
gene-RGQ29_016581,53,0,0,10,3,0,3,0,0,10,2
gene-RGQ29_016582,49,2,4,62,104,13,228,9,0,16,6
gene-RGQ29_016583,8,10,22,26,16,406,67,13,0,27,20
gene-RGQ29_016587,214,69,181,322,74,102,192,143,73,175,115
gene-RGQ29_016590,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_016593,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_016588,127,187,907,726,168,191,528,635,431,697,1349
gene-RGQ29_016589,11,15,421,157,66,26,448,250,286,288,215
gene-RGQ29_016591,84,196,647,414,92,161,399,392,309,549,921
gene-RGQ29_016592,32,134,994,394,98,83,888,534,536,623,481
gene-RGQ29_016594,17,10,25,67,9,18,16,15,13,38,15
gene-RGQ29_016595,8,9,98,90,29,34,69,70,46,77,134
gene-RGQ29_016596,0,6,28,53,6,17,33,15,13,50,37
gene-RGQ29_016600,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_016601,0,0,0,6,0,0,0,0,3,0,3
gene-RGQ29_016602,0,0,0,0,0,1,0,0,0,0,0
gene-RGQ29_016604,385,109,334,1153,138,140,166,352,180,520,503
gene-RGQ29_016605,23,241,505,129,59,49,223,199,214,109,220
gene-RGQ29_016606,13,19,36,49,16,44,36,39,15,52,45
gene-RGQ29_016607,15,10,72,50,18,120,99,85,40,130,120
gene-RGQ29_016608,19,3,47,67,31,54,40,44,20,68,71
gene-RGQ29_016610,153,185,555,608,154,577,277,424,219,640,1041
gene-RGQ29_016613,127,0,0,3,0,4,0,0,0,0,0
gene-RGQ29_016614,3,0,0,8,0,0,0,0,0,2,0
gene-RGQ29_016615,644,0,0,2833,341,9680,529,41,0,708,0
gene-RGQ29_016616,845,439,1899,3043,853,1961,1981,1901,1006,2642,2547
gene-RGQ29_016619,54,81,185,232,45,430,136,97,81,181,116
gene-RGQ29_016620,40,9,22,123,50,95,139,0,0,20,11
gene-RGQ29_016621,250,9,121,227,291,114,664,33,46,17,47
gene-RGQ29_016622,19,24,91,139,27,71,79,60,49,118,170
gene-RGQ29_016623,0,717,0,1902,0,11,0,0,0,2595,0
gene-RGQ29_016624,233,2331,2760,701,815,242,2607,1474,1405,750,2528
gene-RGQ29_016634,0,9,50,28,8,8,35,42,36,34,45
gene-RGQ29_016635,0,6,56,41,17,4,55,72,47,84,69
gene-RGQ29_016636,30,66,277,175,49,118,134,167,126,213,113
gene-RGQ29_016637,2,18,61,14,8,2,39,53,37,61,54
gene-RGQ29_016638,56,164,723,449,130,280,326,456,320,516,311
gene-RGQ29_016639,46,14,65,95,36,36,74,78,39,143,165
gene-RGQ29_016640,49,0,24,95,36,45,47,8,15,80,65
gene-RGQ29_016641,8,0,0,0,16,21,8,0,0,9,0
gene-RGQ29_016642,0,0,0,5,0,0,0,0,0,14,0
gene-RGQ29_016643,243,26,85,352,61,509,198,85,32,630,233
gene-RGQ29_016645,848,265,802,1497,839,1680,1201,765,421,1360,886
gene-RGQ29_016646,289,575,580,1931,203,519,994,478,278,1301,725
gene-RGQ29_016648,165,245,1244,1166,426,444,1270,818,556,1326,517
gene-RGQ29_016649,136,60,67,181,50,712,98,69,33,206,135
gene-RGQ29_016650,6,3,10,67,16,3,30,6,8,75,16
gene-RGQ29_016651,134,132,392,495,143,175,355,318,183,455,571
gene-RGQ29_016652,7,5,122,142,60,12,96,72,78,92,105
gene-RGQ29_016653,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_016656,0,2,8,9,6,13,13,8,4,8,11
gene-RGQ29_016654,9,0,0,0,0,5,0,0,0,0,0
gene-RGQ29_016655,27,8,222,230,55,18,278,139,161,253,169
gene-RGQ29_016657,101,141,1311,1792,370,207,1196,864,835,1188,1371
gene-RGQ29_016658,9,0,0,3,0,6,0,0,0,0,0
gene-RGQ29_016659,144,248,347,777,164,481,471,254,173,606,298
gene-RGQ29_016660,105,47,327,1396,187,79,481,225,180,822,257
gene-RGQ29_016661,22,6,182,196,40,245,91,177,112,101,278
gene-RGQ29_016662,162,9,1148,1107,410,66,1037,2260,1370,2271,84
gene-RGQ29_016663,32,1563,733,744,166,142,782,586,355,958,1334
gene-RGQ29_016666,8,0,786,0,22,0,131,1379,479,270,9
gene-RGQ29_016669,308,213,1139,2163,473,205,1100,670,498,2064,525
gene-RGQ29_016670,184,505,2318,1970,451,1216,1459,1594,986,2088,1147
gene-RGQ29_016671,42,77,953,722,207,32,692,633,716,610,1212
gene-RGQ29_016672,93,0,0,33,21,10,19,0,0,40,0
gene-RGQ29_016673,6,23,68,96,9,13,42,59,53,47,69
gene-RGQ29_016674,87,111,573,632,82,196,348,255,235,636,207
gene-RGQ29_016675,40,62,109,198,44,10,38,42,47,91,40
gene-RGQ29_016676,207,585,780,859,187,499,683,549,331,922,548
gene-RGQ29_016677,21,5,66,219,120,15,265,20,26,125,0
gene-RGQ29_016680,3,3,14,20,5,0,16,10,10,12,25
gene-RGQ29_016681,0,3,21,32,15,0,6,11,16,7,13
gene-RGQ29_016682,2,0,21,18,8,0,8,13,10,8,24
gene-RGQ29_016683,10,5,18,228,225,3,5,10,7,6,11
gene-RGQ29_016684,4,2,11,22,6,0,13,13,22,0,23
gene-RGQ29_016685,2,1,13,17,9,0,7,18,18,0,17
gene-RGQ29_016690,10,0,0,0,0,142,0,0,0,0,16
gene-RGQ29_016693,118,70,156,615,49,85,169,129,101,475,123
gene-RGQ29_016694,17,0,0,10,0,7,4,61,0,0,6
gene-RGQ29_016696,730,201,570,1150,179,201,413,416,281,709,91
gene-RGQ29_016697,350,101,147,364,88,950,227,142,83,493,93
gene-RGQ29_016698,2303,4,1107,5423,1712,828,2731,1269,615,4072,301
gene-RGQ29_016702,12,0,4,55,0,2,9,0,0,29,18
gene-RGQ29_016703,69,16,181,354,90,67,201,128,83,364,124
gene-RGQ29_016704,225,48,187,300,92,287,222,208,93,309,524
gene-RGQ29_016706,5,11,83,47,19,0,41,38,49,8,6
gene-RGQ29_016708,0,0,0,0,0,0,4,0,2,0,9
gene-RGQ29_016709,0,0,5,0,4,0,3,0,0,0,0
gene-RGQ29_016712,0,0,13,0,4,0,17,4,10,4,27
gene-RGQ29_016711,3,0,2,0,3,0,14,5,5,3,24
gene-RGQ29_016713,6,0,0,0,5,0,0,6,4,0,14
gene-RGQ29_016714,0,0,0,0,7,0,0,0,7,10,3
gene-RGQ29_016716,15,155,123,70,30,14,105,78,50,94,228
gene-RGQ29_016723,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_016724,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_016725,0,0,0,0,0,0,0,0,0,3,3
gene-RGQ29_016726,35,88,254,279,109,54,274,172,149,286,332
gene-RGQ29_016718,92,59,835,553,167,132,687,364,485,508,445
gene-RGQ29_016719,92,25,82,463,74,22,223,79,65,170,51
gene-RGQ29_016720,12,52,26,30,8,7,20,17,7,29,37
gene-RGQ29_016721,2,4,8,27,14,3,9,6,7,14,4
gene-RGQ29_016722,10,5,0,33,0,0,0,0,0,4,0
gene-RGQ29_016727,2,1,5,10,1,2,10,4,3,1,0
gene-RGQ29_016728,4,22,85,39,29,0,72,40,42,34,26
gene-RGQ29_016729,50,181,739,268,59,57,534,317,417,357,408
gene-RGQ29_016730,17,16,142,123,51,0,248,75,97,103,29
gene-RGQ29_016731,422,345,830,1009,243,479,656,592,398,1012,1160
gene-RGQ29_016732,311,265,570,611,181,515,528,467,274,677,677
gene-RGQ29_016733,888,5100,7380,8463,1232,3019,4713,4920,4223,7003,4509
gene-RGQ29_016735,66,47,166,310,36,27,81,128,92,253,106
gene-RGQ29_016736,72,55,227,312,42,33,118,195,114,261,204
gene-RGQ29_016737,47,21,619,5,64,10,389,1405,265,156,8
gene-RGQ29_016738,66,33,49,127,20,30,80,47,23,96,65
gene-RGQ29_016739,96,204,424,630,136,460,385,310,211,446,398
gene-RGQ29_016740,34,50,267,333,52,59,194,148,164,251,168
gene-RGQ29_016741,526,5389,867,464,188,1258,648,665,284,565,655
gene-RGQ29_016744,54,7,0,30,7,5,5,0,0,26,4
gene-RGQ29_016745,2217,145,395,1633,238,1414,2553,623,456,2734,264
gene-RGQ29_016746,33,33,910,191,192,38,392,140,394,92,22
gene-RGQ29_016747,228,15,23,247,57,46,80,22,18,133,55
gene-RGQ29_016748,231,633,756,1591,202,1137,801,1038,413,2072,497
gene-RGQ29_016749,441,333,1280,1157,795,1149,1827,949,694,1054,890
gene-RGQ29_016750,577,502,1219,1796,347,929,1023,921,600,1428,1544
gene-RGQ29_016752,23,59,89,191,44,30,88,40,49,85,101
gene-RGQ29_016753,15,22,95,149,32,140,105,42,60,151,81
gene-RGQ29_016774,204,186,679,979,336,592,881,506,324,793,414
gene-RGQ29_016775,166,222,596,669,194,489,607,415,267,691,229
gene-RGQ29_016754,19,432,369,123,48,117,209,221,203,442,360
gene-RGQ29_016755,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_016760,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_016762,0,3,0,0,0,0,0,0,0,0,2
